"Staff","Customer.Full.Name","Location.Name","Device.Name","Quantity","Product","Category","Date.Time","Discount.Value","Discount.Reason","NET.Sales","Tax.Code","Tax","TOTAL.Sales","Cost.Price","Margin","Tender","Nominal","A.C.Ref","Notes","Customer.ID","ProductId"
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 11:31:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:31:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:31:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Noodles (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 11:29:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517652
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Egg White (Take)","Other","03/05/2024 11:29:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 11:15:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","8.0000","Bread and bakery (Take)","Other","03/05/2024 11:15:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:15:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Snacks (Take)","Other","03/05/2024 11:15:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 11:12:47",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:12:47",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 11:12:47",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:11:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 11:11:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 11:11:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 11:09:52",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:09:52",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:09:52",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Houmous (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:09:52",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517627
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 11:09:52",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:07:47",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000g","Pizza (Donate)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:07:47",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517670
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000g","Coleslaw (Donate)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:07:47",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",21437090
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","2) Staff member","Other","03/05/2024 11:07:08",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","0.0000g","Pizza (Donate)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:07:08",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517670
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:07:08",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 11:05:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Houmous (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:05:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517627
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 11:05:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Snacks (Take)","Other","03/05/2024 11:03:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:03:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 11:02:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:02:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","5.0000","Bread and bakery (Take)","Other","03/05/2024 11:02:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Egg White (Take)","Other","03/05/2024 11:02:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Snacks (Take)","Other","03/05/2024 11:02:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:00:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:00:41",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 11:00:28",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:00:28",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 11:00:28",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","03/05/2024 11:00:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:00:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 11:00:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528568
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 11:00:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Snacks (Take)","Other","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh Vegetables (Take)","Other","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:58:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:55:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:55:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 10:55:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pizza (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:55:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517671
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:55:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528568
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Egg White (Take)","Other","03/05/2024 10:53:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:53:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Fresh Vegetables (Take)","Other","03/05/2024 10:32:16",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:31:00",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 10:31:00",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Bread and bakery (Take)","Other","03/05/2024 10:31:00",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chocolate or Sweets (any) (Take)","Dessert, Confectionery, biscuit & snacks","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517574
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chocolate or Sweets (any) (Take)","Dessert, Confectionery, biscuit & snacks","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517574
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 10:22:04",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:21:31",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:21:31",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 10:21:31",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 10:21:31",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Table sauces & seasoning (any) (Take)","Sauces, Pickles, Herbs, Tins & Bottles","03/05/2024 10:21:31",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517715
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:14:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","03/05/2024 10:14:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 10:14:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Danish Pastry (Take)","Bakery, Bread & Baking ingredient","03/05/2024 10:14:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517597
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:13:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Houmous (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:13:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517627
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 10:11:32",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:11:32",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","2) Staff member","Other","03/05/2024 10:11:12",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 10:01:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 10:01:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 10:01:19",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 10:00:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 10:00:05",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 09:59:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 09:59:40",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528568
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000g","Danish Pastry (Donate)","Bakery, Bread & Baking ingredient","03/05/2024 09:59:40",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517596
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Egg White (Take)","Other","03/05/2024 09:41:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","03/05/2024 09:41:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 09:41:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 09:41:24",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:40:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Fresh Vegetables (Take)","Other","03/05/2024 09:40:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","6.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 09:40:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","6.0000","Snacks (Take)","Other","03/05/2024 09:40:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Undergraduate student","Other","03/05/2024 09:35:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517521
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Bread and bakery (Take)","Other","03/05/2024 09:35:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Egg White (Take)","Other","03/05/2024 09:35:25",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Egg White (Take)","Other","03/05/2024 09:34:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720858
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Snacks (Take)","Other","03/05/2024 09:34:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20941053
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:33:11",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:30:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","2400.0000g","Table sauces & seasoning (Donate)","Sauces, Pickles, Herbs, Tins & Bottles","03/05/2024 09:30:57",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517716
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:28:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","3000.0000g","Eggs (Donate)","Meat, Poultry, Fish & Egg","03/05/2024 09:28:23",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517602
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:27:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","8000.0000g","Eggs (Donate)","Meat, Poultry, Fish & Egg","03/05/2024 09:27:49",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517602
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:27:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","9200.0000g","Danish Pastry (Donate)","Bakery, Bread & Baking ingredient","03/05/2024 09:27:15",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517596
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Bread and bakery (Take)","Other","03/05/2024 09:25:02",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Bread and bakery (Take)","Other","03/05/2024 09:25:02",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:16:56",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Bread and bakery (Take)","Other","03/05/2024 09:16:56",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","8.0000","Bread and bakery (Take)","Other","03/05/2024 09:16:32",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:16:32",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","03/05/2024 09:14:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Danish Pastry (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:14:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517597
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Danish Pastry (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:14:22",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517597
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Danish Pastry (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:14:22",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517597
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:10:14",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 09:10:14",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Bread and bakery (Take)","Other","03/05/2024 09:10:14",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","03/05/2024 09:10:14",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Bread (Take)","Bakery, Bread & Baking ingredient","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Cookies (Take)","Dessert, Confectionery, biscuit & snacks","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517583
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528568
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cabbage (Take)","Fruit & Vegetables (Fresh)","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517556
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","03/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","03/05/2024 09:04:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sausages & Burgers (Take)","Meat, Poultry, Fish & Egg","03/05/2024 09:04:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517699
"Individuals"," ","Harper Adams University Main Store","Till1","0.0000g","Sugar (Donate)","Bakery, Bread & Baking ingredient","03/05/2024 09:02:42",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517713
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","03/05/2024 09:02:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","03/05/2024 09:02:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chocolate or Sweets (any) (Take)","Dessert, Confectionery, biscuit & snacks","03/05/2024 09:02:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517574
