"Staff","Customer.Full.Name","Location.Name","Device.Name","Quantity","Product","Category","Date.Time","Discount.Value","Discount.Reason","NET.Sales","Tax.Code","Tax","TOTAL.Sales","Cost.Price","Margin","Tender","Nominal","A.C.Ref","Notes","Customer.ID","ProductId"
"Individuals"," ","Harper Adams University Main Store","Till1","96000.0000g","Yogurt or Yogurt drink (Donate)","Dairy & Dairy alternatives","21/05/2024 09:28:55",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517729
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000g","Rice pudding (Donate)","Dessert, Confectionery, biscuit & snacks","21/05/2024 09:25:54",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517688
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","21/05/2024 09:25:54",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","21/05/2024 09:25:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","21/05/2024 09:25:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","21/05/2024 09:23:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwiches (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:23:05",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517696
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Dips  and Houmous (Take)","Other","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081442
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh fruits (any) (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517610
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Mixed salad leaves (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517644
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","21/05/2024 09:17:55",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Sandwiches (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:14:44",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517696
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000g","Danish Pastry (Donate)","Bakery, Bread & Baking ingredient","21/05/2024 09:14:44",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517596
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Dips  and Houmous (Take)","Other","21/05/2024 09:14:44",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081442
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Onions (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:14:44",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517659
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:14:44",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517684
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Houmous (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:09:09",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517627
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","21/05/2024 09:09:09",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwiches (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:09:09",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517696
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","21/05/2024 09:08:40",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Onions (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:08:40",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517659
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pies & Fish pie (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 09:07:32",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517669
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Onions (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:07:13",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517659
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","21/05/2024 09:06:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","21/05/2024 09:06:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","21/05/2024 09:06:51",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","21/05/2024 09:04:48",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Banana (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:04:48",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517533
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Courgettes & squash (Take)","Fruit & Vegetables (Fresh)","21/05/2024 09:04:48",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517585
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","21/05/2024 09:02:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Wrap (Take)","Other","21/05/2024 09:02:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21541132
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Yogurt  or Yogurt Drink (Take)","Other","21/05/2024 09:02:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21001354
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Yogurt  or Yogurt Drink (Take)","Other","21/05/2024 09:00:02",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21001354
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","21/05/2024 09:00:02",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","21/05/2024 08:57:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Grapes (Take)","Fruit & Vegetables (Fresh)","21/05/2024 08:57:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517623
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Ready meal box (Take)","Ready meal, pizza, soup & Salad boxes","21/05/2024 08:57:42",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528568
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","21/05/2024 08:35:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","16.0000","Fresh Vegetables (Take)","Other","21/05/2024 08:35:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 17:58:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 17:58:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 17:58:32",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 17:13:40",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 17:13:40",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","5.0000","Bread and bakery (Take)","Other","20/05/2024 16:33:07",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","8.0000","Potato (Take)","Other","20/05/2024 16:32:50",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20545099
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh Vegetables (Take)","Other","20/05/2024 15:14:39",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 15:14:39",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 15:14:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Bread and bakery (Take)","Other","20/05/2024 15:14:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cheese Roll  (Take)","Other","20/05/2024 13:43:07",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081450
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 13:32:56",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","12.0000","Fresh Vegetables (Take)","Other","20/05/2024 13:32:56",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 13:32:39",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","20/05/2024 13:08:07",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","3.0000","Sandwich Thins (Take)","Other","20/05/2024 12:47:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh fruits (any) (Take)","Fruit & Vegetables (Fresh)","20/05/2024 12:21:36",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517610
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Bakery, Bread & Baking ingredient","20/05/2024 12:21:36",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517693
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","20/05/2024 12:21:36",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh fruits (any) (Take)","Fruit & Vegetables (Fresh)","20/05/2024 12:21:36",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517610
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cheese & Soft cheese (Take)","Dairy & Dairy alternatives","20/05/2024 11:33:37",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517566
"Individuals"," ","Harper Adams University Main Store","Till1","5.0000","Potato (Take)","Fruit & Vegetables (Fresh)","20/05/2024 11:27:59",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517677
"Individuals"," ","Harper Adams University Main Store","Till1","7.0000","Onions (Take)","Fruit & Vegetables (Fresh)","20/05/2024 11:26:58",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517659
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Potato (Take)","Other","20/05/2024 11:13:48",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20545099
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 11:13:48",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh Vegetables (Take)","Other","20/05/2024 11:13:48",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","4.0000","Bread and bakery (Take)","Other","20/05/2024 10:56:48",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","10.0000","Fresh Vegetables (Take)","Other","20/05/2024 10:56:48",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 10:54:29",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh Vegetables (Take)","Other","20/05/2024 10:50:28",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh vegetables (any) (Take)","Fruit & Vegetables (Fresh)","20/05/2024 10:50:09",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517612
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Lettuce (Take)","Fruit & Vegetables (Fresh)","20/05/2024 10:40:05",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20528578
"Individuals"," ","Harper Adams University Main Store","Till1","11.0000","Fresh Vegetables (Take)","Other","20/05/2024 10:27:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 10:27:03",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 10:25:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Milk (Take)","Other","20/05/2024 10:25:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081441
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","20/05/2024 10:25:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Bread and bakery (Take)","Other","20/05/2024 10:25:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 10:23:50",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Milk (Take)","Other","20/05/2024 10:23:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081441
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 10:23:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Milk (Take)","Other","20/05/2024 10:23:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081441
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","20/05/2024 10:23:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 10:23:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh Vegetables (Take)","Other","20/05/2024 10:23:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","20/05/2024 10:15:10",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwiches (Take)","Other","20/05/2024 10:15:10",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21720864
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Ham (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081444
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:58:15",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Table sauces & seasoning (any) (Take)","Sauces, Pickles, Herbs, Tins & Bottles","20/05/2024 09:53:36",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517715
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Rosemary & fresh herbs (Take)","Sauces, Pickles, Herbs, Tins & Bottles","20/05/2024 09:52:49",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517691
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","4) SFH","Other","20/05/2024 09:52:49",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20527896
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","20/05/2024 09:52:49",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 09:37:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Milk (Take)","Other","20/05/2024 09:37:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081441
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwich Thins (Take)","Other","20/05/2024 09:37:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517694
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:37:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cheese (Take)","Other","20/05/2024 09:37:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517567
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 09:36:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:36:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Fresh Vegetables (Take)","Other","20/05/2024 09:36:21",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21437093
"Individuals"," ","Harper Adams University Main Store","Till1","0.0000g","Bacon (Donate)","Meat, Poultry, Fish & Egg","20/05/2024 09:35:35",0," ",0," ",0,0,0,0,"Returning user"," "," ","MAN WT"," ",20517530
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","20/05/2024 09:35:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bacon (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:35:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517531
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:35:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","1) Postgraduate student","Other","20/05/2024 09:35:35",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517520
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Onions (Take)","Fruit & Vegetables (Fresh)","20/05/2024 09:33:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517659
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fish (any) (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:33:33",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517607
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Game meat (any) (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:32:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517618
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fish (any) (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:32:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517607
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sausages & Burgers (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:32:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517699
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:32:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:31:39",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Pasta (Take)","Dried Pasta, Rice, Noodles & Pulse","20/05/2024 09:31:39",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517665
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sausages & Burgers (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:31:39",0," ",0," ",0,0,0,0,"First time user"," "," "," "," ",20517699
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh fruits (any) (Take)","Fruit & Vegetables (Fresh)","20/05/2024 09:24:22",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517610
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:24:22",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","2) Staff member","Other","20/05/2024 09:21:37",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517522
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:21:37",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517603
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sausage (Take)","Other","20/05/2024 09:21:37",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",22081447
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cheese (Take)","Other","20/05/2024 09:09:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517567
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:09:01",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 09:08:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","2.0000","Pies & Fish pie (Take)","Ready meal, pizza, soup & Salad boxes","20/05/2024 09:08:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517669
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Cheese (Take)","Other","20/05/2024 09:08:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517567
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:08:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sausages & Burgers (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:08:49",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517699
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:07:34",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread and bakery (Take)","Other","20/05/2024 09:07:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21376212
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Fresh fruits (Take)","Other","20/05/2024 09:07:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21414321
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Eggs (Take)","Other","20/05/2024 09:07:23",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",21459473
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Chicken Turkey (Take)","Meat, Poultry, Fish & Egg","20/05/2024 09:06:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517569
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Sandwiches (Take)","Ready meal, pizza, soup & Salad boxes","20/05/2024 09:06:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517696
"Individuals"," ","Harper Adams University Main Store","Till1","1.0000","Bread (Take)","Bakery, Bread & Baking ingredient","20/05/2024 09:06:57",0," ",0," ",0,0,0,0,"Returning user"," "," "," "," ",20517548
